employee_id,performance_group,yrs_employed,manager_hire,group_size,concern_flag,mobile_flag,customers,high_hours_flag,transfers,reduced_schedule,city
53f52fd8,Bottom,4.3,N,11,N,N,24,N,2,N,Toronto
54289dac,Middle,4.5,N,8,N,N,18,N,2,N,Toronto
547584ac,Middle,4.6,N,11,N,N,20,Y,0,N,Chicago
55007f0c,Middle,4.2,N,9,N,Y,26,N,0,N,Toronto
551ba7ea,Middle,4.6,N,13,N,N,18,N,0,N,Toronto
5700c368,Bottom,3.8,N,9,N,N,16,N,0,N,Toronto
571c21ff,Bottom,5.2,N,8,N,N,16,N,0,Y,San Francisco
5722f7d6,Bottom,4.5,N,8,N,N,18,Y,0,N,Toronto
582e7062,Bottom,5,N,8,N,Y,16,N,2,Y,Houston
586eb60d,Middle,4.3,N,11,N,N,18,N,0,N,Toronto
589fcdd8,Top,3.8,N,14,N,Y,16,N,0,N,Toronto
5a343b35,Middle,3.7,N,9,N,N,24,N,3,N,New York
5ab4b656,Middle,4.6,N,14,N,N,20,Y,0,N,New York
5acf99c0,Middle,4.9,N,17,N,N,20,Y,2,N,New York
5ad93121,Top,4.4,N,11,N,N,26,Y,2,Y,San Francisco
5b268514,Top,4.2,N,11,N,N,16,N,0,Y,Toronto
5bc0968a,Middle,4.3,N,12,N,N,18,N,2,N,New York
5bcb8806,Bottom,5,N,11,N,N,20,N,0,Y,San Francisco
5bd15eec,Top,3.3,Y,11,N,N,16,N,0,Y,Houston
5da9639e,Middle,4.1,N,15,N,N,20,Y,0,N,Toronto
5f17a93b,Bottom,4.8,N,13,N,N,18,Y,2,N,Chicago
5f32922b,Middle,3.9,N,13,N,N,20,N,0,N,New York
602410d1,Middle,4,N,11,N,N,18,N,0,N,New York
602ce2b1,Top,4,N,13,N,N,20,Y,0,Y,San Francisco
60845764,Bottom,4.5,N,13,N,N,22,Y,0,N,New York
610ece3e,Bottom,5.5,N,6,N,Y,20,Y,0,Y,Orlando
616e7dc0,Middle,5.1,N,14,N,Y,22,Y,3,N,Toronto
61a0762d,Middle,4.6,N,8,N,N,24,N,0,N,Toronto
63496c55,Middle,5.3,N,11,N,Y,24,N,2,Y,San Francisco
637e8a0f,Middle,4.2,N,13,N,N,34,Y,3,N,Toronto
63934250,Middle,5,N,14,Y,N,20,N,2,N,New York
63c5649d,Bottom,4.8,N,12,N,Y,14,N,2,N,Toronto
642614af,Middle,5,N,9,Y,N,16,Y,2,N,Toronto
64b4e375,Middle,4.4,N,12,N,N,26,Y,0,N,Toronto
64c6833b,Middle,4.4,N,13,N,Y,16,N,2,N,Chicago
64e3a1ba,Bottom,5.2,N,10,N,Y,22,Y,3,N,Toronto
65a9dfdd,Bottom,4.5,N,8,N,Y,14,N,0,N,Toronto
662f3d39,Middle,5,N,13,N,N,24,N,0,N,New York
6640964f,Middle,4.7,N,15,N,N,24,Y,2,N,Toronto
66534e07,Middle,5.1,N,11,N,N,20,Y,2,N,Toronto
66810cc9,Middle,5,N,14,N,Y,24,Y,3,N,Toronto
66b83b4b,Bottom,5.6,N,10,Y,N,22,N,0,Y,San Francisco
683ba552,Top,3.7,N,9,N,N,22,Y,0,N,Toronto
694626f7,Bottom,5.5,N,14,Y,Y,20,N,0,N,Toronto
699e4d61,Middle,4.5,N,9,N,N,20,N,0,N,Toronto
6ac38c5e,Middle,4.6,N,9,N,N,18,N,2,Y,San Francisco
6b14f9f8,Middle,4.4,N,11,N,N,16,N,2,N,New York
6b707925,Middle,4,N,11,N,Y,32,Y,2,Y,Toronto
6c56cf27,Middle,4.4,N,13,N,N,16,N,2,N,Toronto
6d1d3f94,Bottom,5,N,11,N,Y,26,N,2,Y,San Francisco
6e43d0eb,Bottom,4.5,N,17,N,N,32,Y,0,N,New York
6f37a436,Middle,5,N,18,N,Y,28,Y,2,N,Toronto
6f40889c,Middle,4.8,N,13,N,N,18,N,0,N,New York
6f6a15c3,Middle,4.9,N,14,N,Y,28,Y,3,N,Toronto
6f706192,Middle,5,N,15,N,N,22,N,0,N,New York
6fad20c6,Middle,5,N,9,N,N,20,Y,0,Y,San Francisco
6fb92fa9,Bottom,5,N,15,N,Y,18,Y,2,N,Chicago
6fe8b754,Top,4.9,N,15,Y,N,20,Y,0,N,Toronto
6ffbce77,Top,3.7,N,13,N,N,22,Y,2,N,Toronto
70028ff8,Middle,4,N,9,N,N,28,Y,0,N,New York
705a7b97,Middle,4.5,N,20,N,N,30,Y,2,N,New York
70d7c0fd,Bottom,4.9,Y,13,N,N,20,N,0,N,Toronto
70ee73b9,Bottom,4.7,N,10,N,N,24,Y,0,N,Toronto
71aa7b78,Middle,4.4,N,9,N,N,18,N,0,N,Toronto
726895c8,Middle,5.1,N,15,N,N,26,Y,2,N,New York
72a59199,Bottom,5,N,10,N,Y,30,Y,0,N,New York
72c9ce58,Bottom,5.9,N,15,Y,N,22,N,0,N,Chicago
72cd94a4,Bottom,4.8,N,6,N,N,18,N,2,N,Toronto
72fd934c,Top,4,N,9,N,N,14,Y,0,N,New York
737a170c,Middle,4.3,Y,15,N,N,26,N,2,Y,Orlando
748f511e,Top,4.4,N,17,N,Y,30,Y,0,N,New York
75b9faa4,Top,2,Y,7,N,N,16,N,0,N,Toronto
75c641f3,Top,4.6,N,15,N,N,24,Y,2,N,New York
75d6a015,Top,4.9,N,8,N,N,20,Y,0,N,Toronto
76122084,Top,4.1,N,10,N,N,20,Y,0,N,Toronto
773a3436,Middle,4.8,N,13,N,N,18,Y,2,N,New York
77e0ae27,Middle,4.8,N,15,N,N,14,N,0,N,Toronto
7853545e,Middle,5.1,N,10,N,N,18,Y,2,N,Toronto
78be7b49,Middle,5,N,20,N,N,22,N,2,N,New York
78c17ebb,Middle,4.2,N,6,N,N,14,N,0,N,Toronto
79997a04,Top,4.3,N,17,N,N,32,Y,2,N,Toronto
799ae284,Top,4.3,N,12,N,N,16,Y,0,N,Toronto
7b40afe7,Bottom,5.3,N,10,N,N,16,N,2,Y,San Francisco
7b5cfcfd,Bottom,3.4,N,11,Y,Y,22,N,2,N,Orlando
7b869493,Middle,4,N,11,N,N,20,Y,2,N,Toronto
7bf5373c,Middle,4.4,N,14,N,N,18,N,2,N,Toronto
7c04d967,Middle,4.8,N,10,N,N,22,N,3,Y,New York
7c2f19f9,Middle,4.3,N,10,N,N,26,N,2,Y,New York
7cc6b046,Middle,4.1,N,13,N,N,26,N,2,N,New York
7d8b89cf,Middle,4.8,N,13,Y,N,18,Y,0,N,New York
7d8c51be,Middle,4.3,N,10,N,N,24,N,0,Y,Chicago
7dd60ead,Middle,4.3,N,11,N,N,14,N,0,N,Toronto
7dd7b85b,Middle,5,N,14,N,N,14,N,2,N,New York
7dea4013,Middle,5,N,14,N,N,16,N,0,N,Chicago
7e07a403,Top,5.4,N,12,N,N,16,N,0,N,Chicago
7fbf320e,Top,4.6,N,14,N,N,16,N,0,N,New York
809f2737,Middle,4.5,N,10,N,N,16,N,0,N,New York
80daf581,Middle,4.1,N,8,N,Y,22,N,2,N,Chicago
811859c9,Bottom,5.4,N,8,Y,N,18,N,0,N,Toronto
8141ad3e,Bottom,4.5,N,9,N,N,18,Y,0,N,Toronto
81e18689,Middle,4.3,N,13,Y,N,26,Y,2,N,Toronto
8205a876,Middle,3,Y,9,N,N,22,Y,0,Y,San Francisco
82bf75f4,Middle,4.8,N,15,N,N,22,N,0,Y,Toronto
82eb5b29,Bottom,4.9,N,13,N,N,24,N,0,N,New York
830d00c3,Middle,4.3,N,17,N,N,20,Y,0,N,New York
8364dbb2,Middle,4.7,N,11,N,Y,16,N,0,N,Toronto
83ac6952,Middle,4.8,N,12,N,N,22,Y,0,N,Toronto
8476e4e6,Middle,5.1,N,18,N,N,26,N,2,N,New York
84a9c3c5,Middle,4.2,Y,8,Y,N,16,N,0,N,Toronto
84b62128,Bottom,4.5,N,12,N,N,22,N,3,N,Toronto
85ce72be,Middle,4.3,N,11,N,N,20,N,0,Y,Houston
86070f63,Middle,4.3,N,9,N,Y,14,Y,0,N,Toronto
863a7a40,Middle,5,N,15,N,N,20,Y,0,N,Toronto
865387d8,Bottom,4.8,N,11,Y,N,20,N,2,N,New York
86b03698,Middle,5,Y,12,N,N,24,N,0,N,New York
8769424d,Middle,4.6,N,13,N,N,26,N,0,N,New York
886e43ea,Bottom,4.8,N,8,N,N,18,N,0,N,New York
88bd2854,Bottom,5.2,N,11,N,N,18,Y,2,Y,San Francisco
88c707b9,Middle,4.5,N,11,N,Y,22,N,3,Y,San Francisco
88f67137,Middle,4.1,N,10,N,N,22,N,0,Y,Chicago
8928d7a8,Middle,4.6,N,13,N,N,28,N,0,N,New York
8948e057,Middle,5,N,10,N,N,34,Y,0,N,New York
894979c7,Middle,4.9,N,8,N,N,18,N,0,N,New York
8a2de222,Middle,4.7,N,12,N,N,28,N,0,N,Toronto
8a473c59,Bottom,3,Y,10,N,N,24,Y,2,N,Toronto
8aedd876,Middle,5.1,N,15,N,N,26,Y,0,N,New York
8b64ec14,Middle,4.4,N,15,N,Y,20,Y,0,N,Chicago
8c628dc8,Top,4.5,N,11,N,N,22,Y,0,N,New York
8c86404d,Middle,4.5,N,16,N,Y,16,Y,0,N,New York
8cba9ae4,Top,4.1,N,10,N,N,16,N,0,N,Toronto
8ccbaff2,Middle,4.3,N,10,N,N,26,Y,2,N,Toronto
8dd25315,Middle,5.1,N,13,N,N,32,Y,0,N,Toronto
8e130c8f,Middle,4.3,N,12,N,N,22,N,0,Y,Houston
8e9ede18,Middle,4.5,N,15,N,N,26,N,0,N,Toronto
8efedced,Middle,4.9,N,10,N,N,12,N,0,Y,San Francisco
8f65945d,Middle,4.6,N,11,N,N,22,N,0,N,New York
9063ac73,Middle,4.7,N,15,N,Y,16,N,0,N,Toronto
906abfc7,Middle,4.7,N,10,Y,Y,16,Y,0,Y,San Francisco
90baa22b,Bottom,4.8,N,9,N,N,16,N,2,N,New York
9123572e,Top,4,N,10,N,N,14,N,0,N,Toronto
9134ff9c,Middle,5,N,11,N,N,18,N,2,Y,Chicago
91881f0c,Bottom,4.8,N,5,N,Y,18,N,0,N,Toronto
9210bf78,Bottom,5.1,N,13,N,Y,22,N,2,N,Chicago
9274383d,Middle,5,N,17,N,N,20,Y,0,N,New York
927c317d,Middle,5.2,N,11,Y,N,24,N,0,N,New York
92c4acd3,Bottom,4.6,N,11,N,N,24,Y,2,Y,San Francisco
93b6cfc1,Middle,4.7,N,11,N,N,16,N,2,N,Toronto
9404cda9,Bottom,5.2,N,17,Y,N,20,N,3,Y,Houston
948b1ace,Middle,4.4,N,12,N,N,18,N,0,N,New York
94b28814,Bottom,4.2,N,13,N,Y,14,N,2,Y,San Francisco
94fab2bb,Top,4.8,N,14,N,Y,26,Y,0,Y,San Francisco
965ac95c,Bottom,4.6,N,10,N,N,18,N,0,N,Toronto
96c21cb3,Bottom,4.6,N,10,N,Y,16,N,0,Y,Houston
97793f7c,Middle,4.6,N,11,N,N,24,N,2,N,New York
97c7c1b5,Middle,4.6,N,10,N,N,18,N,2,N,Toronto
97ccc01d,Middle,5.2,N,12,N,Y,16,N,0,N,Chicago
980d9b48,Middle,5,N,11,N,N,22,N,2,N,Toronto
9817a11e,Top,4,N,12,N,N,18,Y,0,N,New York
98780af0,Middle,4.5,Y,21,N,Y,26,Y,0,N,Toronto
98f131d7,Middle,4.2,N,10,N,N,16,N,0,N,Toronto
99084368,Top,4.8,Y,17,N,N,20,Y,0,N,New York
99f78516,Bottom,2.9,Y,10,N,N,24,Y,0,N,Toronto
9a25b086,Bottom,5.4,N,17,Y,N,24,N,3,N,Chicago
9b3dc002,Middle,4.5,N,9,N,Y,14,N,3,N,Toronto
9ba99466,Bottom,4.7,N,15,N,N,18,Y,0,N,Toronto
9cd30309,Bottom,5,N,10,N,Y,22,N,0,Y,Orlando
9d93b8ee,Bottom,4.9,N,10,N,Y,16,N,0,N,Toronto
9e5880eb,Middle,5,N,11,N,N,32,Y,2,N,Toronto
9e9c8bfe,Bottom,4.7,Y,21,Y,N,30,N,2,N,New York
9f46360c,Bottom,4.8,N,11,N,N,20,N,0,N,Toronto
9fd28b83,Middle,4.5,N,12,N,N,18,Y,2,N,Toronto
a046b1e6,Bottom,4.7,N,10,N,N,28,N,0,N,New York
a0d860bf,Middle,4.9,N,10,N,N,22,N,0,N,Chicago
a12398aa,Top,4.5,N,17,N,Y,32,Y,3,Y,Orlando
a1327b15,Top,5,N,10,N,N,26,Y,0,N,New York
a18ecc4e,Bottom,4.9,N,17,Y,N,26,Y,5,Y,Orlando
a1b4d288,Middle,4.5,N,9,N,N,20,N,0,N,Toronto
a30b9f6a,Middle,4.4,N,13,N,Y,20,N,0,N,Toronto
a34ae8d0,Middle,4.5,N,8,N,N,20,N,0,N,New York
a56cb82f,Middle,5.2,N,11,N,N,16,N,0,N,Chicago
a5ce1d54,Middle,3.9,N,11,N,N,18,N,0,N,New York
a6b95dc0,Middle,5.3,N,14,N,Y,14,N,0,N,New York
a74933aa,Middle,5.5,N,15,N,N,18,Y,0,N,New York
a7aa3f59,Middle,4,N,11,N,N,16,N,0,N,New York
a7d7afd6,Middle,5.3,N,14,N,Y,18,N,0,N,New York
a8bd794c,Middle,4,N,10,N,N,20,N,0,N,New York
a8ca8a73,Middle,4.3,N,11,N,N,20,N,0,N,Toronto
a9ab88e3,Bottom,4.4,N,8,N,N,20,N,2,N,Toronto
a9b7a050,Middle,5.2,N,12,N,N,30,Y,0,N,New York
aa1d72a6,Middle,4.6,N,19,N,Y,22,N,0,N,Toronto
aa3a9fb5,Middle,5.2,N,13,N,N,20,N,5,N,Toronto
aaa3203e,Middle,5.1,N,13,Y,Y,28,Y,3,Y,Orlando
aaa3534f,Top,4.6,N,13,Y,N,24,Y,0,N,New York
aac0beb4,Bottom,4.7,N,13,N,Y,18,N,2,Y,San Francisco
aac255af,Middle,4.9,N,8,N,N,22,Y,0,Y,Houston
ab7e59c7,Bottom,6,N,17,Y,Y,28,Y,0,N,New York
abba9ca3,Middle,4.8,N,11,N,N,16,Y,2,Y,Toronto
